"id","salesforce","featured","page_title","meta_description","meta_keywords","image","paragraph","paragraph2","paragraph3","paragraph4","paragraph5","paragraph6","paragraph7","paragraph8","paragraph9","paragraph10"
"120","Sharjah",,"Jobs Sharjah | Sharjah Jobs | JobContax","Apply for JobContax Jobs in Sharjah. Job Sectors - Engineering Jobs Sharjah - Construction Jobs Sharjah - Infrastructure Jobs Sharjah - Design Jobs Sharjah","Jobs Sharjah,Sharjah Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Sharjah.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"121","Al-Ain",,"Jobs Al Ain | Al Ain Jobs | JobContax","Apply for JobContax Jobs in Al-Ain. Job Sectors - Engineering Jobs Al-Ain - Construction Jobs Al-Ain - Infrastructure Jobs Al-Ain - Design Jobs Al-Ain","Jobs Al Ain,Al Ain Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Al-Ain.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"125","London",,"Jobs London | London Jobs | JobContax","Apply for JobContax Jobs in London. Job Sectors - Engineering Jobs London - Construction Jobs London - Infrastructure Jobs London - Design Jobs London","Jobs London,London Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in London.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"126","Midlands",,"Jobs Midlands | Midlands Jobs | JobContax","Apply for JobContax Jobs in Midlands. Job Sectors - Engineering Jobs Midlands - Construction Jobs Midlands - Infrastructure Jobs Midlands - Design Jobs Midlands","Jobs Midlands,Midlands Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Midlands.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"127","Bristol",,"Jobs Bristol | Bristol Jobs | JobContax","Apply for JobContax Jobs in Bristol. Job Sectors - Engineering Jobs Bristol - Construction Jobs Bristol - Infrastructure Jobs Bristol - Design Jobs Bristol","Jobs Bristol,Bristol Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Bristol.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"128","North-West",,"Jobs North West | North West Jobs | JobContax","Apply for JobContax Jobs in North-West. Job Sectors - Engineering Jobs North-West - Construction Jobs North-West - Infrastructure Jobs North-West - Design Jobs North-West","Jobs North West,North West Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in North-West.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"129","North-East",,"Jobs North East | North East Jobs | JobContax","Apply for JobContax Jobs in North-East. Job Sectors - Engineering Jobs North-East - Construction Jobs North-East - Infrastructure Jobs North-East - Design Jobs North-East","Jobs North East,North East Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in North-East.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"130","Birmingham",,"Jobs Birmingham | Birmingham Jobs | JobContax","Apply for JobContax Jobs in Birmingham. Job Sectors - Engineering Jobs Birmingham - Construction Jobs Birmingham - Infrastructure Jobs Birmingham - Design Jobs Birmingham","Jobs Birmingham,Birmingham Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Birmingham.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"131","Manchester",,"Jobs Manchester | Manchester Jobs | JobContax","Apply for JobContax Jobs in Manchester. Job Sectors - Engineering Jobs Manchester - Construction Jobs Manchester - Infrastructure Jobs Manchester - Design Jobs Manchester","Jobs Manchester,Manchester Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Manchester.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"132","Seoul",,"Jobs Seoul | Seoul Jobs | JobContax","Apply for JobContax Jobs in Seoul. Job Sectors - Engineering Jobs Seoul - Construction Jobs Seoul - Infrastructure Jobs Seoul - Design Jobs Seoul","Jobs Seoul,Seoul Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Seoul.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"133","Marrakesh",,"Jobs Marrakesh | Marrakesh Jobs | JobContax","Apply for JobContax Jobs in Marrakesh. Job Sectors - Engineering Jobs Marrakesh - Construction Jobs Marrakesh - Infrastructure Jobs Marrakesh - Design Jobs Marrakesh","Jobs Marrakesh,Marrakesh Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Marrakesh.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"134","Copenhagen",,"Jobs Copenhagen | Copenhagen Jobs | JobContax","Apply for JobContax Jobs in Copenhagen. Job Sectors - Engineering Jobs Copenhagen - Construction Jobs Copenhagen - Infrastructure Jobs Copenhagen - Design Jobs Copenhagen","Jobs Copenhagen,Copenhagen Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Copenhagen.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"135","Brussels",,"Jobs Brussels | Brussels Jobs | JobContax","Apply for JobContax Jobs in Brussels. Job Sectors - Engineering Jobs Brussels - Construction Jobs Brussels - Infrastructure Jobs Brussels - Design Jobs Brussels","Jobs Brussels,Brussels Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Brussels.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"136","Kuala-Lumpur",,"Jobs Kuala Lumpur | Kuala Lumpur Jobs | JobContax","Apply for JobContax Jobs in Kuala-Lumpur. Job Sectors - Engineering Jobs Kuala-Lumpur - Construction Jobs Kuala-Lumpur - Infrastructure Jobs Kuala-Lumpur - Design Jobs Kuala-Lumpur","Jobs Kuala Lumpur,Kuala Lumpur Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Kuala-Lumpur.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"137","Lagos",,"Jobs Lagos | Lagos Jobs | JobContax","Apply for JobContax Jobs in Lagos. Job Sectors - Engineering Jobs Lagos - Construction Jobs Lagos - Infrastructure Jobs Lagos - Design Jobs Lagos","Jobs Lagos,Lagos Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Lagos.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"138","Krakow",,"Jobs Krakow | Krakow Jobs | JobContax","Apply for JobContax Jobs in Krakow. Job Sectors - Engineering Jobs Krakow - Construction Jobs Krakow - Infrastructure Jobs Krakow - Design Jobs Krakow","Jobs Krakow,Krakow Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Krakow.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"139","Lodz",,"Jobs Lodz | Lodz Jobs | JobContax","Apply for JobContax Jobs in Lodz. Job Sectors - Engineering Jobs Lodz - Construction Jobs Lodz - Infrastructure Jobs Lodz - Design Jobs Lodz","Jobs Lodz,Lodz Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Lodz.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"140","Gdansk",,"Jobs Gdansk | Gdansk Jobs | JobContax","Apply for JobContax Jobs in Gdansk. Job Sectors - Engineering Jobs Gdansk - Construction Jobs Gdansk - Infrastructure Jobs Gdansk - Design Jobs Gdansk","Jobs Gdansk,Gdansk Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Gdansk.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"141","Hamburg",,"Jobs Hamburg | Hamburg Jobs | JobContax","Apply for JobContax Jobs in Hamburg. Job Sectors - Engineering Jobs Hamburg - Construction Jobs Hamburg - Infrastructure Jobs Hamburg - Design Jobs Hamburg","Jobs Hamburg,Hamburg Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Hamburg.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"142","Cologne",,"Jobs Cologne | Cologne Jobs | JobContax","Apply for JobContax Jobs in Cologne. Job Sectors - Engineering Jobs Cologne - Construction Jobs Cologne - Infrastructure Jobs Cologne - Design Jobs Cologne","Jobs Cologne,Cologne Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Cologne.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"143","Frankfurt",,"Jobs Frankfurt | Frankfurt Jobs | JobContax","Apply for JobContax Jobs in Frankfurt. Job Sectors - Engineering Jobs Frankfurt - Construction Jobs Frankfurt - Infrastructure Jobs Frankfurt - Design Jobs Frankfurt","Jobs Frankfurt,Frankfurt Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Frankfurt.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"144","Stuttgart",,"Jobs Stuttgart | Stuttgart Jobs | JobContax","Apply for JobContax Jobs in Stuttgart. Job Sectors - Engineering Jobs Stuttgart - Construction Jobs Stuttgart - Infrastructure Jobs Stuttgart - Design Jobs Stuttgart","Jobs Stuttgart,Stuttgart Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Stuttgart.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"145","Antwerp",,"Jobs Antwerp | Antwerp Jobs | JobContax","Apply for JobContax Jobs in Antwerp. Job Sectors - Engineering Jobs Antwerp - Construction Jobs Antwerp - Infrastructure Jobs Antwerp - Design Jobs Antwerp","Jobs Antwerp,Antwerp Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Antwerp.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"146","Leuven",,"Jobs Leuven | Leuven Jobs | JobContax","Apply for JobContax Jobs in Leuven. Job Sectors - Engineering Jobs Leuven - Construction Jobs Leuven - Infrastructure Jobs Leuven - Design Jobs Leuven","Jobs Leuven,Leuven Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Leuven.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"147","Dar-es-Salaam",,"Jobs Dar es Salaam | Dar es Salaam Jobs | JobContax","Apply for JobContax Jobs in Dar-es-Salaam. Job Sectors - Engineering Jobs Dar-es-Salaam - Construction Jobs Dar-es-Salaam - Infrastructure Jobs Dar-es-Salaam - Design Jobs Dar-es-Salaam","Jobs Dar es Salaam,Dar es Salaam Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Dar-es-Salaam.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"148","Belfast",,"Jobs Belfast | Belfast Jobs | JobContax","Apply for JobContax Jobs in Belfast. Job Sectors - Engineering Jobs Belfast - Construction Jobs Belfast - Infrastructure Jobs Belfast - Design Jobs Belfast","Jobs Belfast,Belfast Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Belfast.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"149","Bangalore",,"Jobs Bangalore | Bangalore Jobs | JobContax","Apply for JobContax Jobs in Bangalore. Job Sectors - Engineering Jobs Bangalore - Construction Jobs Bangalore - Infrastructure Jobs Bangalore - Design Jobs Bangalore","Jobs Bangalore,Bangalore Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Bangalore.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"150","Manila",,"Jobs Manila | Manila Jobs | JobContax","Apply for JobContax Jobs in Manila. Job Sectors - Engineering Jobs Manila - Construction Jobs Manila - Infrastructure Jobs Manila - Design Jobs Manila","Jobs Manila,Manila Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Manila.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"151","Cairo","0","Jobs Cairo | Cairo Jobs | JobContax","Apply for JobContax Jobs in Cairo. Job Sectors - Engineering Jobs Cairo - Construction Jobs Cairo - Infrastructure Jobs Cairo - Design Jobs Cairo","Jobs Cairo,Cairo Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Cairo.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"152","Amsterdam","0","Jobs Amsterdam | Amsterdam Jobs | JobContax","Apply for JobContax Jobs in Amsterdam. Job Sectors - Engineering Jobs Amsterdam - Construction Jobs Amsterdam - Infrastructure Jobs Amsterdam - Design Jobs Amsterdam","Jobs Amsterdam,Amsterdam Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Amsterdam.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"153","Istanbul","0","Jobs Istanbul | Istanbul Jobs | JobContax","Apply for JobContax Jobs in Istanbul. Job Sectors - Engineering Jobs Istanbul - Construction Jobs Istanbul - Infrastructure Jobs Istanbul - Design Jobs Istanbul","Jobs Istanbul,Istanbul Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Istanbul.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"154","Reykjavik","0","Jobs Reykjavik | Reykjavik Jobs | JobContax","Apply for JobContax Jobs in Reykjavik. Job Sectors - Engineering Jobs Reykjavik - Construction Jobs Reykjavik - Infrastructure Jobs Reykjavik - Design Jobs Reykjavik","Jobs Reykjavik,Reykjavik Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Reykjavik.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"155","Oslo","0","Jobs Oslo | Oslo Jobs | JobContax","Apply for JobContax Jobs in Oslo. Job Sectors - Engineering Jobs Oslo - Construction Jobs Oslo - Infrastructure Jobs Oslo - Design Jobs Oslo","Jobs Oslo,Oslo Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Oslo.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"156","Chennai","0","Jobs Chennai | Chennai Jobs | JobContax","Apply for JobContax Jobs in Chennai. Job Sectors - Engineering Jobs Chennai - Construction Jobs Chennai - Infrastructure Jobs Chennai - Design Jobs Chennai","Jobs Chennai,Chennai Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Chennai.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"157","Amman","0","Jobs Amman | Amman Jobs | JobContax","Apply for JobContax Jobs in Amman. Job Sectors - Engineering Jobs Amman - Construction Jobs Amman - Infrastructure Jobs Amman - Design Jobs Amman","Jobs Amman,Amman Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Amman.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
"158","Kuwait-City","0","Jobs Kuwait-City | Kuwait-City Jobs | JobContax","Apply for JobContax Jobs in Kuwait-City. Job Sectors - Engineering Jobs Kuwait-City - Construction Jobs Kuwait-City - Infrastructure Jobs Kuwait-City - Design Jobs Kuwait-City","Jobs Kuwait-City,Kuwait-City Jobs",,"JobContax is a specialist recruiter within the Engineering - Design | Construction - Infrastructure | Life Sciences | Manufacturing - Food & Beverage sectors in Kuwait-City.<br>
JobContax recruits for EPCm Consultancies and contractors including Amec, Amgen, BHP Billiton, Carillion, Coca Cola, Emaar, GSK, Habtoor Leighton, Intel, Jacobs Engineering, J&J, Pfizer, Saint Gobain, Shell and many more.<br>

If none of our current jobs match your experience, email your CV/Resume to cv@jobcontax.com, and we will contact you when relevalant jobs open.",,,,,,,,,
